voter_id,documento_hash,edad,fecha_nacimiento,fecha_defuncion,estado_documento,condicion_legal,habilitado_legalmente,estado_padron,municipio,zona_id,circunscripcion_autorizada,mesa_asignada
V003570,8a0849cc8d5c458a4d64,49,1977-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V003571,40e248457f1e6232d1c0,63,1963-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V003572,5186ecac902067b11a90,40,1986-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V003573,1beeab4390cb25d23fb7,62,1964-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V003574,e976da7d8bfcfc046228,34,1992-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-060
V003575,f60ef613f2b16a8bf076,83,1943-06-04,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-020
V003576,051477fa1fa0c8ffbc77,23,2003-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V003577,9f58f1f92c6b4cb2bb27,35,1991-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-003
V003578,28e8d2c3184992700781,39,1987-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V003579,1f5fffa70a700e8e907d,50,1976-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V003580,792cd6920579152b1726,47,1979-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V003581,1b3746e7848787eda64b,49,1977-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V003582,e08cf9b110242e99f7d8,59,1967-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V003583,2be5b87c7490ba7b25b6,27,1999-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V003584,97d8d6140af7d0e6b7cb,53,1973-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-046
V003585,18d021e7f5c562324c8c,51,1975-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V003586,265783508e278a1e4442,90,1936-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V003587,75a0c9450532050737fa,45,1981-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V003588,3d1ce18a4b27b89fb82f,28,1998-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V003589,a98568aae7a6b2be66a4,56,1970-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-011
V003590,322abaf238e92ea6b402,64,1962-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-020
V003591,5dc266c2a6b8b5ee0f9e,36,1990-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-024
V003592,d87d86599695a3ec8452,32,1994-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-064
V003593,e155d4677a1f4d8e396c,45,1981-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V003594,5fe9f3cb8bd0ca5d1cd4,41,1985-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V003595,87b797048dded1c131ce,89,1937-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V003596,b039636d73ea3e658298,26,2000-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V003597,53776346eda69cb666cd,64,1962-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V003598,3576cf26fc2090cd2b86,50,1976-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V003599,6fcba78e20ae13190ed1,79,1947-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V003600,ad633e47e2f7056d89e0,36,1990-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V003601,eef640e75718fd5b31e0,84,1942-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-027
V003602,518e28272f0ac9dde622,57,1969-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V003603,2ec1e44c55139147ba37,64,1962-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V003604,3eb92cfedb216c44da6f,82,1944-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V003605,7929083a3c0e8b69a6f0,46,1980-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V003606,7dbf6f8ae0f820686e41,67,1959-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-012
V003607,e0b07a85438e6fe47b34,30,1996-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-046
V003608,06995f4a645b8fde7d47,18,2008-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V003609,35b955ba064a3208d945,51,1975-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-032
V003610,72b12dcbbad2453c4b4c,65,1961-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-032
V003611,b4fe883d08fb23511463,65,1961-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V003612,b49ac1aa5f02526567fb,66,1960-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V003613,a74d27f10f46147d751c,81,1945-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-046
V003614,b86f2555993a4fd46080,78,1948-06-03,,vigente,inhabilitado,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V003615,2c0c65cd6b6c225b1319,46,1980-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V003616,de0378a305a5951683bf,56,1970-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-007
V003617,a300970a797c1c5c86aa,43,1983-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V003618,1e3d008dcfd6c8369b15,34,1992-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-052
V003619,24c232fa419d50ee3a87,88,1938-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V003620,14598ee29416d4aba567,30,1996-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V003621,03f3d4b6a10f42852ba0,86,1940-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V003622,c50d93552a2445e813fd,43,1983-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V003623,a5bda69f56c0271b08ea,66,1960-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V003624,95a6ca6ef91c9bd6691c,84,1942-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V003625,4843dafa88120d33e633,24,2002-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V003626,b75d065369b4abc9ac69,75,1951-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V003627,7b775993a23255f9577c,66,1960-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V003628,406df0be989ddb49d5b8,70,1956-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V003629,41e0c11d51962a744ee5,82,1944-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-027
V003630,5a4d931b90d161529140,79,1947-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V003631,e14aa7a1f4302b56a349,34,1992-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-046
V003632,be2c56c09c159f484279,60,1966-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-035
V003633,64208f0b0099184320df,42,1984-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V003634,917b3f6caebbb1889020,20,2006-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V003635,d9aed1d2dd24a6431318,46,1980-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V003636,c4f86645ad000b36084d,49,1977-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V003637,4c421de75c19f8b088f6,43,1983-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V003638,098b0fb36347414133b4,33,1993-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-045
V003639,f2d47247928a0296f665,42,1984-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V003640,16767b5a1a3b08ad6350,71,1955-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V003641,0bfafaf9384cee9c236a,45,1981-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V003642,f080f187c32738173fb6,90,1936-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-063
V003643,7a3ef8b44d7c665ffdf5,73,1953-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V003644,7964b2d0539598766088,82,1944-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V003645,40014a045a1f0d875212,58,1968-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V003646,84ad1c9875cb672953e5,68,1958-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V003647,3c0b9a9bdbe5fe559790,88,1938-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V003648,8758c1acb61144cf5926,46,1980-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-066
V003649,9b3edae03cf77cbb611b,36,1990-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V003650,6dc22ea966b8e69a1818,83,1943-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-040
V003651,c5808431cde686897888,58,1968-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V003652,a26ad34dbfa833749c56,129,1897-06-02,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V003653,15c7aa3a8d29756757c8,32,1994-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-009
V003654,489bc7d46bae702260da,20,2006-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V003655,60872e51a255de9d133b,28,1998-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V003656,edcd24dfc7eeb58182f0,70,1956-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V003657,50091e56cdb7885cd7d9,63,1963-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V003658,13aa0d7a9ca5a95e5af6,47,1979-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V003659,5d543b57b3dbe3b4792d,74,1952-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-002
V003660,43cbddc2f25419e660cb,35,1991-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-072
V003661,6024e84cff7f17777b6b,68,1958-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V003662,ac4ef01014ad65421ea9,15,2011-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V003663,52130d1d3b1013df77d2,83,1943-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V003664,859570b8cd59ba35f204,25,2001-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V003665,d0c2daf35d9ed930e003,39,1987-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-067
V003666,f17ed17be0f264def958,23,2003-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V003667,9ee66ca9c05e1eec07a8,74,1952-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-013
V003668,4fa5322bdca2b4665b40,53,1973-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V003669,490b447841953615bb53,74,1952-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-007
V003670,7c3e369748847dd27967,66,1960-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-009
V003671,e802fc0c1bf045e674c0,62,1964-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V003672,e05311f859f154a5e2b3,83,1943-06-04,2024-12-11,vigente,fallecido,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V003673,d55cdbe8b2d1cd06b6c1,62,1964-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-002
V003674,4c8f375dd85d0fc4e60a,16,2010-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V003675,b3414e5c8e86acee9b33,81,1945-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V003676,2a1dfc63a78680aed5c6,84,1942-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V003677,d520784f79322d0d5f57,20,2006-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V003678,12cd95034f3ff8479e5f,71,1955-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V003679,9133951976f3296b005f,81,1945-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V003680,ddc3caf843d3a1289ab7,57,1969-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-011
V003681,2f113c9e2fec801898f5,76,1950-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V003682,59cc977b9212e0bf6835,72,1954-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-007
V003683,dcf7ddadd915b4e7f5be,79,1947-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V003684,d49b4d6402dc8ee5a9f7,21,2005-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V003685,e42589fe4aa792c623a3,77,1949-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-047
V003686,5c20df8e5aec3c5677ff,47,1979-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V003687,33362fdc0fe890427e49,19,2007-06-04,,vigente,inhabilitado,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V003688,b5e1037dff43492e9f8b,79,1947-06-04,,vigente,inhabilitado,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V003689,5ca2f84f429b599fe495,66,1960-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V003690,633304b69ad6e493a3d0,26,2000-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-006
V003691,6931b171c9321d02e483,48,1978-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V003692,b8c9b46688be8f4f7287,78,1948-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V003693,cbc47446252f136483db,65,1961-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V003694,dc9e3431cc7f4836149a,42,1984-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-012
V003695,76be3cde40174f563ffb,53,1973-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V003696,1c52139b693edfaf5262,25,2001-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V003697,5c792e9d2e8c189bfe17,90,1936-06-03,,cancelado,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V003698,05ccacda3856beb3465b,75,1951-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-059
V003699,96a6291cec0b05b79f4f,62,1964-06-03,,cancelado,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V003700,488ae4d60da2f4c374c1,79,1947-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-003
V003701,86951608dfd190be11a1,56,1970-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V003702,62793ef0d8ffa4b9a13e,75,1951-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-055
V003703,7630ed51b7fb9ba28159,81,1945-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V003704,6ba3ed7cc1e73b039283,61,1965-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V003705,a14f2842b0660a7b0c86,46,1980-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-039
V003706,22ff7b27b28fa6912293,76,1950-06-03,,vigente,privado_libertad,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V003707,3af14673152ae0fda6dc,88,1938-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-055
V003708,cc768e277b771a36241d,26,2000-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-045
V003709,e2d4dbe15bf801f46600,23,2003-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V003710,5b7e17739572231fba24,46,1980-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V003711,6e1e10194d914b85cf43,75,1951-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-021
V003712,b7f2bee0855daa29cbae,34,1992-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-021
V003713,23d547c0f53f74f71426,33,1993-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-052
V003714,ff90e474cca5c96fb7e4,20,2006-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V003715,64737025d14610319875,38,1988-06-03,2024-03-21,vigente,fallecido,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-052
V003716,c009abe6fb2ec956d10c,81,1945-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-067
V003717,c09ba4ad74f880171ceb,53,1973-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V003718,e6afbef3426585fd6eda,79,1947-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-032
V003719,1bb584f8459c95ec44f5,59,1967-06-04,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-010
V003720,f35efe5aa6192583db1d,59,1967-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-064
V003721,efc8acb7ea73f729f0dd,78,1948-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V003722,a960118f4a3ff116aea0,30,1996-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V003723,4f94273ef056107decc0,28,1998-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V003724,c8def7b889ad0d703aa0,71,1955-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V003725,db8522ea735a86cd048c,33,1993-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V003726,c358bfea80eec97d5eac,25,2001-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V003727,70fdd3d684b1a4da4a84,76,1950-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V003728,33986ffa60b9bae0f1b4,74,1952-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V003729,0c3b9ddea02bf560bfb6,57,1969-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V003730,cb1067148ea8fa7cd68f,16,2010-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V003731,53f2f5e939c3b924d13d,19,2007-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-067
V003732,145eb9e7bbdbf19a91df,27,1999-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V003733,d99812311a0709a42641,61,1965-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-047
V003734,f4a229b4d3ec4975b055,28,1998-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V003735,e0da2a7df6ed390024b3,19,2007-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V003736,40e162d120ab8a526108,67,1959-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V003737,27e7d54f5f475972e379,15,2011-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V003738,15f844c515d752a3a2f2,40,1986-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-035
V003739,0e0413da0ff8ce1f177d,35,1991-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-064
V003740,b2a30e2b0faa458df888,79,1947-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V003741,bc145a72da6b6e24cf38,79,1947-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-059
V003742,854edb8db57357fc0b4e,125,1901-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V003743,f3c66371af0a91fd1540,84,1942-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-003
V003744,f88cd57cc8044c43fdf7,55,1971-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-067
V003745,31c70ec91c15f69df35f,84,1942-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V003746,c0aeb38d2261db054180,78,1948-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-029
V003747,6cc170ede5fcb0f4fc06,18,2008-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V003748,a9a28ef9362baa3d9d61,62,1964-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V003749,38b23c37d6bc219f82b5,45,1981-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V003750,1c66d10e29bbdc2e31cf,38,1988-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-014
V003751,9dfe604ea6e02aa7b863,30,1996-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V003752,e1c4e910c24652f55e18,44,1982-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V003753,f1c5e9f1f84ea88ef558,24,2002-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V003754,67daf13ec923f52ae00e,39,1987-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-003
V003755,a5d16284e5e20116a5ff,70,1956-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V003756,2e878a5bb6833abda3c2,21,2005-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V003757,5ef7445e283ac8cfe456,40,1986-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-021
V003758,0041cb6eabbdce7883d0,87,1939-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V003759,932c432a3d6290929cc7,50,1976-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V003760,01ab6b83c2630f765e69,45,1981-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V003761,ad366f2d14783b98aedc,25,2001-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V003762,6f474e727f3a6412cafc,18,2008-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-011
V003763,14eacdd9cf08f2d06a48,54,1972-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-029
V003764,c5dd857554f5f96e868d,80,1946-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-060
V003765,242b9cbb5ed2ec6393f6,39,1987-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-067
V003766,471d1bedcadc073c57ce,87,1939-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V003767,25bfe46a5afaf34b587e,38,1988-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V003768,67100bdb89f5c7f97cf0,52,1974-06-03,,cancelado,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V003769,466e038ce69358237d04,22,2004-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-046
V003770,eb0a00fcc994d9c4ccf8,77,1949-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V003771,b1da11e3ae96a3b9aeeb,63,1963-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V003772,95b48fb6968aff37a0e3,67,1959-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V003773,dc3f77cd60222afe20cb,65,1961-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V003774,2b7ad4ebd107c75fb489,23,2003-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-014
V003775,b9aee27670a294403b4e,73,1953-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V003776,babb100e887cfd1e86a7,76,1950-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V003777,545ce733bb11fca59568,46,1980-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V003778,bcbd3cd6c5ed72f5a31a,88,1938-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-012
